;Abu Dhabi;Abuja;Accra;Addis Ababa;Algiers;Amman;Amsterdam/The Hague (seat of Gvnt);Andorra la Vella;Ankara;Antananarivo;Apia;Ashgabat;Asmara;Astana;Athens;Baghdad;Baku;Bamako;Bandar Seri Begawan;Bangkok;Bangui;Banjul;Basseterre;Basse-Terre;Beijing;Beirut;Belgrade;Belmopan;Bern;Bishkek;Bissau;Bogota;Bratislava;Brazzaville;Bridgetown;Brussels;Bucuresti;Budapest;Buenos Aires;Bujumbura;Cairo;Canberra;Caracas;Castries;Cayenne;Charlotte Amalie;Chisinau;Conakry;Copenhagen;Dakar;Damascus;Dhaka;Dili;Djibouti;Dodoma;Doha;Dublin;Dushanbe;Fort-de-France;Funafuti;Gaborone;George Town;Georgetown;Guatemala;Hanoi;Harare;Havana;Helsinki;Honiara;Islamabad;Jakarta;Jerusalem;Kabul;Kampala;Kathmandu;Khartoum;Kiev (Rus);Kingston;Kingstown;Kinshasa;Kuala Lumpur;Kuwait;La Paz (adm.)/sucre (legislative);Libreville;Lilongwe;Lima;Lisbon;Ljubljana;Lome;London;Luanda;Lusaka;Luxembourg;Macau;Madrid;Malabo;Male;Mamoudzou;Managua;Manama;Manila;Maputo;Maseru;Masqat;Mbabane (Adm.);Mexico;Minsk;Mogadishu;Monrovia;Montevideo;Moroni;Moskva;Nairobi;Nassau;N'Djamena;New Delhi;Niamey;Nicosia;Noumea;Nuku'alofa;Nuuk;Oranjestad;Oslo;Ottawa;Ouagadougou;Pago Pago;Palikir;Panama;Papeete;Paramaribo;Paris;Phnom Penh;Port Moresby;Port-au-Prince;Porto-Novo (constitutional cotonou) (seat of gvnt);Prague;Praia;Pretoria (adm.) / Cap Town (Legislative) / Bloemfontein (Judicial);P'yongyang;Quito;Reykjavik;Riga;Riyadh;Road Town;Rome;Saint-Pierre;Saipan;San Jose;San Juan;San Marino;San Salvador;Santiago;Santo Domingo;Sao Tome;Sarajevo;Seoul;Skopje;Sofia;St. Peter Port;Stanley;Stockholm;Suva;Tallinn;Tarawa;Tashkent;T'bilisi;Tegucigalpa;Tehran;Thimphu;Tirane;Torshavn;Tripoli;Tunis;Vaduz;Valletta;Vienna;Vientiane;Vilnius;Warsaw;Washington DC;Wellington;Willemstad;Windhoek;Yamoussoukro;Yangon;Yaounde;Yerevan;Zagreb
Oslo;4616.718263;5567.824452;2353.925974;6415.002133;1533.356502;1561.734257;3593.872815;2762.738911;1380.055303;12690.47293;18624.87469;7449.063719;4648.68097;7275.498936;863.2577941;4823.219698;4237.082138;2347.312737;6267.707186;6073.369511;3620.561601;3041.822279;6089.24299;7656.885459;6064.764305;1640.498104;874.7822473;7618.674829;290.2911163;3988.035377;1167.543701;5361.240431;5043.015601;7133.756588;7062.41106;598.9474572;3373.256077;2980.412089;10586.50252;8098.462907;6301.407064;14354.95701;5180.885555;7408.339818;6702.808364;5843.044536;6116.021334;2901.861251;1564.098966;2397.990537;3461.991758;5654.61615;14184.4212;5943.722675;7382.46872;5665.768943;3796.532582;5059.488517;4374.503412;17213.11916;11212.16876;6995.429014;3230.979888;5886.81508;9872.740992;11079.85766;8138.486;4633.073785;16026.72344;4832.385824;11211.47168;1948.561376;5041.898178;4309.806517;5208.424826;3184.233229;3202.72723;15710.91944;6690.312727;8355.497012;9254.970452;4090.203678;9975.616264;3337.796636;6465.686138;8569.894708;1447.779335;5683.960253;5177.912866;2247.216069;11682.09064;9390.700064;2024.958251;9729.204727;3385.847482;1121.293538;8331.547874;11914.46388;8573.091575;6106.720192;7601.330802;12722.59799;8277.774194;4106.289447;8359.640601;8138.158209;1169.812378;6687.194545;4115.371446;12435.28033;11021.76946;2207.514657;8377.009247;8104.294226;5017.570435;5314.524706;3181.190539;5398.021539;15324.93518;14821.26578;6156.454065;5268.498799;0;6005.544818;4516.255219;15356.37294;7443.297201;8691.021602;15932.48771;3042.150622;775.4135998;7300.066902;15099.85815;4769.015667;3620.561601;5572.883192;6011.430955;11141.91584;10720.97297;10038.83672;5098.04094299999;940.1729483;3050.272008;5311.792562;170.4535297;3336.753018;11465.81935;4492.029427;5350.560504;127.5891714;5826.371458;10464.3949;5370.67932;5017.570435;625.115506;8685.697811;6088.830132;1444.731014;3290.907309;11543.6107;3950.823401;14466.12185;3851.377407;10427.76669;6239.643447;2778.797197;8727.609136;3148.457107;6557.38267;4185.972187;5572.883192;698.0935408;556.1312765;5228.387765;281.2299907;4811.379232;5209.535209;2201.847257;4768.480493;16083.18622;15794.1014;7624.59934;10032.68159;749.6104267;5849.346251;560.2221508;5825.107353;650.6993632
Ottawa;2072.277954;7580.778372;7040.739925;4823.273144;6611.634973;4581.774184;7075.582224;7076.103147;4742.375245;9504.135091;12686.11905;3567.055822;3876.513382;1936.892897;5282.320199;3247.359645;2557.926636;6446.142316;4329.477634;2988.752736;5715.330006;5762.218195;1739.707065;3355.673825;4532.231671;4376.20081;5277.280848;1667.315765;6202.933713;3004.228387;5617.256917;784.4449105;6346.095768;7601.883811;2977.847424;6410.062518;4823.757689;5451.653441;6537.725193;6893.429549;5511.446507;9245.546368;940.5138275;3207.820273;3454.746676;1300.841331;5723.067509;6020.628504;5884.483989;5540.317114;3808.61629;2236.327861;8196.355904;4067.090904;5807.480352;2819.115764;6958.486667;948.1758664;1659.741619;12762.71096;9474.672098;989.92929;2939.702215;2000.913251;4012.281849;8991.927627;2238.473412;5325.267952;10796.99667;1457.67379;5216.1169;4127.10583;967.9361577;4433.44594;2190.886919;4181.083116;4383.42366;11287.67918;2394.447697;8311.975981;3387.847669;2654.01824;5281.801302;6523.042413;5398.498335;3010.719095;6121.162744;6945.629985;7977.618571;7011.363216;10513.68311;7911.666959;6463.815516;4296.916392;7096.958622;6166.957885;3010.719095;8863.817887;2609.982975;3232.482926;4449.897717;10263.35739;7200.771748;1946.507626;6897.439156;2563.819935;4843.596211;4236.963799;6685.2219;8767.788226;8155.174857;3911.286416;6454.635654;2456.159816;6642.325894;1128.060047;7119.558264;4786.761448;10954.46719;11398.48221;3148.158368;737.0490589;6005.544818;0;7699.442585;11292.17606;7148.235483;3033.434587;10216.25415;3073.122963;6560.949215;2862.141242;9583.84788;1472.206878;7267.862127;6892.988238;6191.118656;9232.549874;5611.818012;4682.725168;5952.381567;5068.665478;3072.869123;1089.790464;5869.136839;2696.685516;7440.096647;3198.697588;894.6555096;5878.307537;1938.423105;5697.897868;674.6011249;7434.420718;5446.229275;4938.555839;6438.755998;4988.917157;7155.40035;7634.135091;5819.082003;11599.52253;5157.84592;9246.318854;989.92929;3309.144838;2758.261668;2861.219481;1431.490347;5795.983912;7679.436711;5772.431638;5990.15767;7233.621891;5738.925236;6350.338691;4039.918416;4787.711644;5809.911888;12902.31278;11816.23718;2528.411952;9202.849327;6355.683041;2736.569476;5918.663573;3759.575056;5632.909776
Ouagadougou;5627.695846;1291.453799;2226.769454;4308.989918;3009.241304;5474.148662;943.9703508;1779.620085;5348.52108;8903.258548;16024.20259;6374.032708;3953.553535;7593.023058;5121.51345;4583.13413;5150.754217;2197.5528;10252.12391;9524.50229;1994.62698;2117.387551;6499.252458;6798.249493;10151.41729;5169.611132;4254.317737;9192.029054;4698.884918;7558.03373;3586.937029;7534.138678;1823.413826;3083.530609;6431.918164;4013.168629;2910.468369;2416.799239;8059.075647;4620.431662;3644.227503;16585.84601;6798.441077;6627.72218;5682.366315;6657.763357;3296.685591;1985.967163;3080.874633;2654.475951;3942.733458;8799.634251;14094.50424;4529.006659;4538.227482;5359.533819;851.3286743;6982.186884;6353.44185;18229.48167;7100.179251;8425.494957;6402.114801;8861.641305;11360.19792;7140.413915;8820.322538;2577.187923;17381.74901;7422.434552;11868.17268;4744.563557;7073.723579;3330.104727;8371.060576;3619.470641;3399.751489;18534.56825;6521.147322;4183.145058;10810.19483;5069.696518;8293.652411;1390.559033;3892.924338;8507.27984;3099.7366;1877.150789;667.3575318;2337.866935;7324.782983;5597.748787;2496.441554;11952.93225;1131.66636;3401.115153;8078.720934;8250.928315;9302.940678;5339.805071;11317.03473;8601.612369;4647.137247;6099.286266;4928.216673;10251.32728;4716.043533;5038.158704;1015.954739;9000.139344;7502.011136;4743.089926;5236.368609;8364.865645;1516.650785;7783.361803;1338.726933;3515.68207;18402.05612;19079.11973;5447.240833;7172.682929;4516.255219;7699.442585;0;18836.64748;11938.5984;8721.769016;16271.01155;6197.709146;3893.969475;10273.43303;16328.75745;7337.230823;895.9896745;1805.250726;2814.093363;7111.848351;13295.76373;9096.59524;2240.594145;4684.300991;5199.006601;6612.870702;4442.40127;6137.139953;15046.76424;8204.909794;6805.668533;4549.038596;8777.912016;8655.788648;7087.224588;777.0790343;4383.146684;12232.01663;2692.731911;3924.594074;1227.897165;8559.235596;1885.849912;18967.41097;2544.367444;14942.59047;7187.990978;5129.608118;9438.077098;5696.301758;8972.127726;1947.505056;1239.45355;3936.729334;3977.059176;1168.490867;4483.14659;1655.794378;9232.076807;3478.433109;2169.105031;11651.60545;19153.56528;7505.430932;5812.224419;3799.249177;9221.40957;3996.523361;4695.265959;4093.363103
Pago Pago;13357.96324;17797.91254;17684.53856;14540.12169;16873.12748;14122.16872;18360.6407;18013.10924;14274.03582;10485.58718;3782.765031;12464.13474;14933.14737;11267.26979;14612.18407;14314.58813;13849.50708;17393.75087;9229.372957;9770.873928;16989.19327;17035.11484;12389.08863;12038.84905;9382.963852;14347.16923;15378.93484;9742.260725;15242.48059;11832.57403;16037.43083;11538.08121;17022.33461;16107.8727;12406.49989;15932.40364;16115.60223;16721.50845;10949.96046;14453.90791;15226.97859;2252.60255;12215.86165;12208.93332;13154.46877;12262.85538;15577.61053;17258.6398;16527.37535;16660.71017;15097.17333;10430.67103;4812.836953;14308.0523;14392.74266;13506.45129;18245.00956;12070.95769;12738.97288;1902.218824;12370.13718;10511.19972;12932.37136;10324.71455;7521.602834;12238.77649;10043.12081;16272.11276;1669.250102;11732.24537;6969.073012;14647.83493;11993.366;15566.76806;10877.59609;15456.34519;15666.5951;492.6213691;12330.40557;15173.23769;8087.816448;13945.29542;10607.2902;17806.12654;14978.83861;10331.10445;16606.36211;17077.66427;18595.68288;17585.58363;12340.99322;13641.2153;17203.1036;7001.521624;18338.44582;16381.75603;10758.64352;11060.83452;9556.767143;13504.23588;8028.995685;10936.38383;14477.40115;13009.73054;14149.50373;8728.391853;14861.83066;13803.19211;17882.86921;10266.40704;11726.06102;14591.02047;13782.75578;10483.27905;17337.7526;11333.02222;18279.64033;15321.29922;440.8323319;795.6676694;13397.39879;11869.58704;15356.37294;11292.17606;18836.64748;0;7978.095642;10117.2801;2768.433151;13144.99168;16087.8013;8871.347465;2558.953127;11816.6615;18542.28323;17129.48213;16085.32576;12312.33871;5681.499467;9762.17067;16599.29446;14949.43409;14004.49963;12365.57736;15384.79801;13127.60816;4155.260734;11211.26181;12185.54124;15290.97824;10405.61975;10267.75635;11929.82474;18163.85693;15316.92455;7030.44564;16234.58598;15560.9521;18352.38068;10563.67377;17029.22132;1413.456605;16391.16103;5126.507343;11730.3435;14120.91086;9418.888829;13545.4921;10093.64289;16931.17046;17888.18488;15799.58261;15833.24034;17772.36541;15311.42086;17181.78243;10284.04695;15816.78224;16668.97363;8236.841211;539.7438332;11337.46348;13672.15378;16105.97065;10058.47989;15793.99391;14145.55105;15622.49981
Palikir;8320.641897;12831.44232;9792.291827;11673.52202;8974.655223;6548.811504;10998.77111;10205.86388;6648.680536;15803.44019;11741.18342;10709.22416;10038.87348;8910.0137;6821.567032;9621.755592;8506.432651;9741.555375;2818.789237;4162.611347;10548.78986;10102.83514;8842.966641;10456.19374;2638.682751;6919.605794;7707.682616;7109.018495;7291.753179;5087.193848;8365.059499;6616.256139;11930.31576;13957.95151;10125.02772;7987.158176;9819.653311;9892.305063;13191.54903;13897.00354;12159.21605;7832.036282;7441.707006;10336.72765;10559.76433;8359.21159;12220.34782;10098.33616;8866.461363;9445.514407;9074.353606;4926.316518;9859.97822;10873.25086;12796.2069;9691.406648;11158.84664;7063.263375;7213.412928;9773.870191;16556.23406;7378.030058;6195.619833;5147.528292;7281.299644;16039.37361;8390.773651;11072.11312;9121.053846;6185.193757;8592.618521;7484.608715;6917.602689;10243.92246;5088.444956;9160.845485;9347.94607;8395.932395;9542.147889;15047.28193;7130.397276;8467.891066;11820.02996;10644.8569;12146.73902;9437.780351;8839.140777;12672.99268;12586.61145;9683.668285;17613.77248;15042.58386;9445.512221;6168.246544;10808.68876;8544.567489;9691.651054;15499.44854;8321.642715;10216.29017;3188.168688;16778.34596;14199.46541;7294.139331;13964.54239;6239.643447;7291.383579;11263.60334;11355.30666;14989.05405;15061.91292;7592.691073;13571.44955;8981.28171;12050.81591;6186.726131;10616.62637;11175.07622;8044.027298;7382.72886;10156.34817;7028.194593;7443.297201;7148.235483;11938.5984;7978.095642;0;9311.501799;9714.895202;6340.419926;8130.695285;4805.693306;8849.315787;6244.04842;11049.03985;12569.5525;12472.04344;16298.76846;5883.430409;10750.02697;11758.39988;7287.254709;7558.955329;7825.011098;7504.164533;6626.316403;4915.618968;4492.029427;7616.306901;7399.909046;5210.149876;12051.84392;7260.421917;12333.3665;7560.762414;3668.505004;12668.5701;8119.063199;10724.74972;14073.71302;10858.66574;7032.849692;10409.35072;3025.832464;8138.158209;7470.782031;8351.188265;7047.180696;5924.692098;11025.14767;12865.0443;8001.870096;7969.220221;12445.35627;7457.523641;11764.53198;3354.319972;8752.716081;11453.13661;16109.06146;8369.600599;9491.26027;16307.36241;8182.301501;4413.321451;7945.992397;10568.7351;7846.501641
Panama;4098.539168;8016.168237;9010.184085;4564.740554;8858.379225;7444.892146;8477.33884;8868.535171;7585.115191;6773.058812;10153.33565;2446.977617;4946.462809;1421.556765;8093.141257;4412.173601;4533.661812;8359.330008;6687.690563;5415.536189;7062.35595;7381.940245;2654.138686;2002.072595;6977.980825;7157.148543;7860.011163;2230.948043;8932.675093;6023.819102;8001.868559;3817.496468;6947.396856;7156.692038;2290.223305;8967.716114;6403.655649;7126.003152;3896.350113;5765.74623;5339.73414;7864.697605;3609.657522;2124.544577;3050.359646;2848.322378;5675.682084;7692.541628;8102.73782;7462.689434;5639.253396;4906.99718;5849.008315;4196.983007;4957.847817;3500.921851;8248.535349;3847.020208;4415.469536;10962.46304;7278.77918;2235.166777;5908.714044;4586.824061;2941.212389;6751.516317;949.93621;6162.606452;9020.37658999999;4490.495013;3153.620538;6742.616399;3923.661852;5577.258579;5039.997397;6031.377481;6159.45643;9905.845107;2281.30909;7304.629493;2634.37972;4679.270643;2526.656337;8001.86649;5116.407744;222.4525106;8372.618773;7236.943551;8692.320417;9022.659601;8324.635991;6255.812392;8508.460769;3983.454386;8601.646826;8529.994797;667.3575318;6262.880846;1024.372531;3396.126797;6150.793;7653.873505;6023.973925;4648.162806;5614.424658;3113.321957;7532.890232;3787.444334;7793.919693;5975.412037;5750.690211;6484.407584;5074.292247;598.8667843;7274.779189;4120.520453;8724.334708;5209.253077;9691.276863;10558.02435;3291.797748;3682.890005;8691.021602;3033.434587;8721.769016;10117.2801;9311.501799;0;8134.985827;6010.703113;9085.642272;4507.726954;7784.481404;4505.364914;8681.140697;7241.010078;6231.288467;7016.515071;5191.747086;1672.012352;6511.443347;7764.348264;5642.696369;3404.722736;8533.566575;5589.140884;7402.803036;6134.40857;3408.831871;8569.894708;4563.219667;2840.516256;3500.840701;8149.095707;8078.780291;6031.377481;6451.729293;7419.737692;8712.937445;4889.306755;6995.937345;11005.87032;6436.89854;10395.58367;2476.869061;5916.709252;1048.346509;5624.676116;3605.905651;6852.232442;8126.929415;8288.968985;8529.058136;7808.396675;8410.554367;7078.012341;6763.0411;6941.344818;6552.684039;9899.204485;10536.1245;1242.280797;7494.763161;8851.567407;5277.891422;8460.612227;4029.119884;8189.984914
Papeete;12046.14056;15059.01406;17137.75915;12101.12268;16827.43396;14372.58662;16443.06217;16995.01744;14554.25804;7847.229681;2703.416139;10199.00264;13055.6705;9489.630336;15073.84506;12546.19404;12533.83243;16489.25179;9913.064604;9891.164245;15125.4597;15506.6915;10728.75498;9821.723311;10176.95388;14360.31095;15405.20041;8549.282639;16009.83303;11950.10354;15827.96718;10740.75897;14526.81472;13339.45047;10304.79849;16472.9633;14537.42361;15259.75683;8216.551849;11696.66607;12683.87843;1890.84634;11134.31947;10033.958;10964.38196;10782.74283;13020.72934;15819.52872;16090.12973;15578.85964;13736.34911;10277.87939;2319.262993;12081.34653;11738.24894;11628.25915;16161.83124;11146.61021;11869.00034;2838.138267;9759.314595;9261.220633;12740.74403;10048.82238;6210.704315;9562.452308;8371.215093;14073.24659;1115.654545;11186.19385;5109.082369;14294.91118;11126.6836;13668.6116;10724.56253;14134.73973;14280.40356;2315.202681;10411.30225;12441.72364;6837.425024;12668.3507;8029.122696;16057.01026;12437.78599;8320.568542;16334.99588;14396.26247;15848.43825;17140.12429;9922.294966;10885.34903;16605.60584;6215.413263;16622.25955;16374.46616;8693.561171;8357.086459;7884.004965;11441.37618;8511.892552;8430.505387;11710.63723;12158.50966;11390.60598;7860.435236;14900.77673;11447.01378;15635.65327;7544.087034;8976.243156;14106.05789;11046.98069;8630.222903;14798.07385;10710.36789;16790.85339;13043.12478;2390.116641;3548.554421;11347.29481;10928.58958;15932.48771;10216.25415;16271.01155;2768.433151;9714.895202;8134.985827;0;12941.98301;16647.0089;8633.978569;911.166027;11257.74339;16629.83474;14465.87628;13470.44548;9666.564105;5225.051891;7361.105396;14160.78183;15095.72747;13285.75593;11129.57504;15848.8867;12716.72026;4912.464954;11479.61936;11018.45855;15812.99334;10111.08455;7640.478337;10888.93746;15502.39553;15513.2319;7414.221708;13579.82915;15199.13414;16755.0836899999;7795.293243;14988.13953;4174.179906;14515.56562;7346.2335;10283.59769;13509.73851;7728.683273;13006.4844;9432.636785;14794.75376;15141.00479;15921.46074;16107.77539;15105.98962;15723.97018;14740.20124;10924.22149;14951.3062;14336.83275;6417.304022;2885.343145;9368.710734;11040.11046;16485.60505;10098.46822;16038.57695;12006.80076;15759.05278
Paramaribo;2448.447716;6708.566863;4688.13037;5575.663424;4029.461606;1526.912807;5316.969029;4902.589912;1697.92961;11702.44115;15590.58649;5564.569565;3763.726572;4686.935516;2246.468637;3475.624741;2389.919165;4258.251694;4084.717743;3374.277665;4391.064437;4093.422255;3723.736644;5590.550262;4034.045636;1419.348367;2479.1988;4611.393684;3197.937033;1370.048597;3019.200458;2359.669994;5651.7637;7618.967061;5019.224076;3536.899043;3551.440195;3813.788174;8911.805573;7771.029358;5905.51359;11565.26969;2407.873354;5359.7921;5013.085646;3321.382283;5916.520225;4214.502688;3445.589266;3556.285814;2734.200852;2762.189867;11157.94688;4824.845709;6735.716918;3909.691648;5346.640667;2171.840612;1630.519103;14975.45148;10957.33518;4048.625968;214.4701973;2935.717235;6831.636563;10603.75411;5298.988691;4739.442349;13247.02477;1792.381911;8203.770848;1506.40433;2114.358712;3905.606128;2304.967388;2849.071723;3051.453036;13332.53958;4483.321023;8722.560137;6215.876121;2300.593384;7890.518938;4810.015095;5941.407437;5941.407437;3602.740486;6394.956593;6724.928652;4619.844658;11817.42809;9076.257894;4124.137504;6728.982788;5224.079079;3515.603058;5818.741413;10942.24396;5683.099848;4472.879166;5133.888623;12194.75125;8048.238302;1465.739011;7922.749947;5100.069858;1960.154063;5422.065053;5340.027653;11123.03275;10078.93689;1457.823921;7682.300212;5412.663541;5823.22711;2274.353817;5135.91517;4888.352831;12944.05856;12913.21435;4464.316402;2355.203983;3042.150622;3073.122963;6197.709146;13144.99168;6340.419926;6010.703113;12941.98301;0;3707.637543;4400.785316;12167.5493;1732.058579;5455.608698;6298.791829;6133.449505;10777.92899;7820.017115;7572.631945;5435.189604;2154.840777;1220.527805;2670.868654;2931.323216;451.0752561;8991.029573;2024.390097;2618.666017;2915.719456;2865.147419;8363.010053;2514.593557;6311.869483;2571.251712;6114.751635;6328.155622;2447.90046;5214.531478;10018.00696;4659.567783;12830.62692;4123.979995;9232.986542;3558.816234;1144.776178;5830.986176;732.828659;3519.667899;4783.277829;6769.800477;2995.750001;3167.724306;6308.341088;2801.986881;5518.718734;3127.869005;2720.043872;5143.804396;15468.39001;13676.36415;5174.380925;10166.2905;3545.256204;3090.388967;3099.501501;4563.14651;2825.14827
Paris;4987.613535;5027.104504;1676.273456;6326.172496;893.1352892;2291.129666;3008.164572;2114.940848;2110.854967;12403.8097;19234.99216;7604.014656;4691.001547;7664.306689;1625.553533;4971.092798;4559.38267;1825.917791;7042.729767;6831.277258;3310.436188;2719.444255;6440.590227;7860.011163;6837.591602;2288.334887;1283.79145;8206.017615;845.3954859;4734.480497;1121.850115;5964.724626;4658.822665;6682.649983;7279.526976;179.9688144;3272.957228;2739.545926;10572.09907;7803.659253;6102.635148;15123.5166;5691.131075;7614.536342;6831.636563;6251.243802;5876.608229;2513.031567;1266.458734;2160.069805;3601.411123;6383.806833;14754.68978;5955.345513;7197.25471;5864.701026;3244.724714;5613.57251;4905.292415;17892.69604;10798.05521;7545.167388;3907.15028;6602.788102;10503.34633;10720.9858;8615.427315;4411.738742;16799.84796;5478.270391;11775.32501;2434.664364;5612.398062;4256.619344;5932.792932;3263.712409;3226.700842;16461.90972;6970.994189;7890.518938;9879.586562;4412.504611;10114.39988;2845.431062;6291.62078;8945.19601;1040.233451;5239.406742;4561.215653;1565.490666;11171.78294;9047.776674;1480.951299;10431.59967;2781.994028;715.4479671;8666.789331;11651.72989;9070.831618;6248.605765;8375.839088;12320.76896;7952.507066;4624.30164;8082.254886;8802.569714;1755.147204;6698.909528;3630.157441;12248.08526;10781.96548;2662.365635;8164.326255;8515.018181;4584.49042;5958.055103;2558.203872;5282.91898;16080.3505;15510.94233;6311.869483;5828.25461;775.4135998;6560.949215;3893.969475;16087.8013;8130.695285;9085.642272;16647.0089;3707.637543;0;8034.284133;15841.83306;5409.808226;3003.108893;5130.077469;5695.936158;10754.81929;11462.78179;10316.76505;4780.833753;1552.797527;3517.082878;5775.715258;815.4720772;3955.250903;12240.62151;5255.288218;5842.018979;874.7822473;6539.006351;10594.95264;5905.233924;4464.316402;1139.35801;9458.810933;5740.11557;1666.425795;2669.430127;11451.53314;3623.915026;15112.50131;3660.158014;11078.30239;6688.18638;3262.470164;9227.25065;3707.521833;7224.363807;3868.587434;5019.224076;801.5885568;571.6860454;4716.514218;932.7540836;4416.331788;5984.858091;2258.030701;4464.211088;15541.81626;16500.21097;7954.949069;9568.921486;243.5588532;6599.965657;643.0652051;5881.939691;928.2611966
Phnom Penh;4779.696446;10356.90074;9075.359886;7664.028124;8429.603498;5744.821518;9507.978971;9251.503184;5925.989535;11190.63695;11336.4006;6129.917983;6674.674799;4234.381897;6439.960121;6064.798461;5203.398142;8597.935768;2291.759414;1378.293222;8290.184354;8191.604489;4554.951417;5802.317664;2620.013227;5782.279529;6866.427121;2309.885762;7380.157164;3317.476478;7419.330723;2774.787901;9129.379721;10461.57497;5599.039553;7856.271091;7369.585012;7880.824514;8399.134495;9637.134897;8369.317629;7164.568149;3599.783756;5732.917631;6208.294271;4154.049565;8585.174836;8391.890495;7831.856768;7793.114735;6341.712442;1652.005906;7242.825767;6923.223785;8584.836386;5679.350164;9460.260333;3341.332478;3923.906615;10613.17039;11765.63389;2697.880713;4188.272038;1471.435067;3116.062017;11242.31474;3585.786292;8098.4185;8848.2241;2862.847031;4676.306571;5883.132166;3231.908384;7179.032058;2107.027548;6654.011247;6874.021742;8991.481976;5081.198852;11115.34777;2687.161472;5258.337007;7026.463171;8960.947911;8247.926377;4632.16572;8000.934825;9768.188839;10655.99091;9012.213139;12819.2299;10498.67081;8501.535699;2509.225207;9467.114722;7913.493535;4898.162949;10749.45651;3533.471276;6066.982763;1703.781164;12116.76292;9939.474102;4174.173278;9596.479536;1528.581532;6334.629478;7030.825595;9290.854961;10370.60537;10256.52212;5774.284627;9107.464094;4186.323275;9406.750089;2491.216454;9423.896964;7639.73465;8614.478607;8805.696592;5975.861754;3177.466508;7300.066902;2862.141242;10273.43303;8871.347465;4805.693306;4507.726954;8633.978569;4400.785316;8034.284133;0;7807.581381;2947.653829;9676.916659;9707.742751;9050.018528;11504.99647;3431.151034;6011.265132;8758.153291;6505.883793;5133.47672;3886.870654;7224.080291;4292.428878;4773.337095;2900.890862;3664.077038;7182.260303;1547.677891;7292.597213;3320.789659;10140.19575;6926.824198;2083.219948;9297.046439;6835.123712;9487.002751;9345.111185;8457.594315;8902.473909;7805.938654;6430.914727;3749.576367;5261.299553;3578.518907;4688.034539;1430.978342;8480.121099;10449.20778;7377.822614;7528.937863;9988.59664;7102.509481;9103.217068;2784.736057;6954.034769;8583.024811;13581.59848;9411.090457;4778.062559;11795.28756;7901.086266;1501.380909;7464.111043;6617.948495;7201.496059
